index,variable,condition,replicate
733,8.315129641300581,3,1
734,9.035143616537662,3,1
735,10.691727435919525,3,1
736,8.888221410251226,3,1
737,8.803463617096385,3,1
738,8.296498764547287,3,1
739,7.938105834384735,3,1
740,6.911656519296585,3,1
741,6.684737177249639,3,1
742,6.858759647521116,3,1
743,8.626226845089333,3,1
744,10.855687808237724,3,1
745,9.375132472134828,3,1
746,12.819185566690564,3,1
747,7.740324458131647,3,1
748,6.867036528422375,3,1
749,7.566366788671219,3,1
750,8.30716651383623,3,1
751,8.343955496826801,3,1
752,10.522560681298891,3,1
753,8.150584075563064,3,1
754,10.65827222802486,3,1
755,9.399504209260634,3,1
756,8.394330615660222,3,1
757,12.413793534581927,3,1
758,8.243953823789536,3,1
759,8.843264355409243,3,1
760,6.35547540683403,3,1
761,7.382008417726669,3,1
762,9.669881174924734,3,1
763,9.67263722410402,3,1
764,8.928003073325195,3,1
765,11.94356400848996,3,1
766,8.418855525741458,3,1
767,9.472582981901404,3,1
768,7.902564462195899,3,1
769,8.586309210088384,3,1
770,9.07670967856622,3,1
771,4.49287703535053,3,1
772,8.872597416467888,3,1
773,13.0487415630094,3,1
774,8.285732576451586,3,1
775,9.113844512920355,3,1
776,9.603274412509732,3,1
777,7.453853787705261,3,1
778,7.626323814750524,3,1
779,8.990157786783373,3,1
780,9.471309986573864,3,1
781,9.622685879872131,3,1
782,8.36378830112103,3,1
783,10.943334454452554,3,1
784,8.182651153077954,3,1
785,9.533766547576658,3,1
786,7.729176170346256,3,1
787,10.204416921557094,3,1
788,8.17146338813949,3,1
789,10.97563045327837,3,1
790,7.370748174519389,3,1
791,10.083165642196084,3,1
792,7.630838550062073,3,1
793,4.907555853312982,3,1
794,10.37902736510152,3,1
795,9.062582926191263,3,1
796,10.747459284253765,3,1
797,8.01499580201746,3,1
798,10.24410093144756,3,1
799,9.632924243910912,3,1
800,8.456102109895468,3,1
801,7.999557361787467,3,1
802,11.36877946611366,3,1
803,10.563660660962825,3,1
804,11.131911344208406,3,1
805,11.621993237936536,3,1
806,7.89690811836538,3,1
807,10.642740378512478,3,1
808,9.523471096628716,3,1
809,11.7223814772275,3,1
810,7.615395784027914,3,1
811,6.255041319007418,3,1
812,10.08411570978462,3,1
813,9.652326379015031,3,1
814,5.929690916471108,3,1
815,7.978925283939185,3,1
816,6.513293014274881,3,1
817,9.107118085989889,3,1
818,10.064637759774024,3,1
819,5.297572421616883,3,1
820,10.02307782765644,3,1
821,9.869453357986384,3,1
822,8.78612274345022,3,1
823,11.600106933851986,3,1
824,7.9987239958531156,3,1
825,7.750542083173271,3,1
826,9.546258597042836,3,1
827,9.165032522998173,3,1
828,7.255735945781058,3,1
829,9.9657277862118,3,1
830,7.754876958841463,3,1
831,7.07960687705381,3,1
832,4.69351880018858,3,1
833,7.328299905318689,3,1
834,8.538660743876067,3,1
835,10.062577213801204,3,1
836,8.28790872379698,3,1
837,6.9960102767796695,3,1
838,6.826937945051074,3,1
839,11.033803184067684,3,1
840,8.275163301265472,3,1
841,8.488616667300562,3,1
842,6.620347994872091,3,1
843,7.094224475387088,3,1
844,8.314594487323143,3,1
845,8.019219400395738,3,1
846,6.952474284577274,3,1
847,8.950599933726629,3,1
848,9.692917371389838,3,1
849,9.441762020317388,3,1
850,5.581386498834357,3,1
851,7.307465189030618,3,1
852,8.046986881491788,3,1
853,6.875780650036437,3,1
854,8.901810642393349,3,1
855,9.801098565514184,3,1
856,6.73977664867124,3,1
857,8.314346580832202,3,1
858,12.280653149050222,3,1
859,8.00206048537507,3,1
860,4.108261983929904,3,1
861,9.300291767286517,3,1
862,9.699891737451988,3,1
863,6.780337019509911,3,1
864,6.023774378898114,3,1
865,7.143041373986156,3,1
866,9.760150356683338,3,1
867,9.990668527776895,3,1
868,10.329531124911725,3,1
869,8.484760227993634,3,1
870,5.832293363167229,3,1
871,2.9246623711785764,3,1
872,7.580803104420728,3,1
873,11.396009222158153,3,1
874,9.254732545801692,3,1
875,7.4395459415054335,3,1
876,7.614106072267093,3,1
877,8.622455529604244,3,1
878,9.429699237843078,3,1
879,11.22160030286589,3,1
880,8.602552279761543,3,1
881,7.511290785351026,3,1
882,8.98714790167084,3,1
883,4.725431947337234,3,1
884,10.313794975968731,3,1
885,9.450418169962608,3,1
886,9.164621854823602,3,1
887,6.265720378695465,3,1
888,8.871673912997402,3,1
889,10.925140026923406,3,1
890,9.863838514837765,3,1
891,7.836373795150591,3,1
892,9.6751278080386,3,1
893,8.181354722774243,3,1
894,10.064689312032591,3,1
895,12.6923340136429,3,1
896,7.377478543399079,3,1
897,9.695831782734668,3,1
898,7.193180812064474,3,1
899,9.022359718355492,3,1
900,8.147430839418293,3,1
901,7.939222152010208,3,1
902,8.382487314965477,3,1
903,6.969900997809335,3,1
904,7.771313898033141,3,1
905,9.55456163246244,3,1
906,10.268425596334684,3,1
907,6.632442185104981,3,1
908,10.236121494460624,3,1
909,10.578192629931015,3,1
910,9.902218036751226,3,1
911,7.269096607299767,3,1
912,10.382732605633167,3,1
913,10.180141201854411,3,1
914,10.307233639078692,3,1
915,6.626216279839431,3,1
916,7.305379280065336,3,1
917,9.924176072637804,3,1
918,8.082815798903017,3,1
919,9.106540190067983,3,1
920,9.116838517722366,3,1
921,11.419032322635273,3,1
922,9.189198642788575,3,1
923,4.084598257493038,3,1
924,8.579886254952898,3,1
925,9.54078578105349,3,1
926,8.898129565596504,3,1
927,13.281714492155526,3,1
928,7.187334997243738,3,1
929,7.645118745057644,3,1
930,10.634843823625836,3,1
931,8.632408249573535,3,1
932,9.859031320197587,3,1
933,9.630249783962247,3,1
934,10.189028595090758,3,1
935,8.851215855470137,3,1
936,3.783509383025637,3,1
937,9.850717841146182,3,1
938,9.178992967872531,3,1
939,8.112069080063385,3,1
940,8.204371148879302,3,1
941,8.664564220893697,3,1
942,9.595151588933083,3,1
943,10.118121393159957,3,1
944,9.104376946622944,3,1
945,10.703846316279373,3,1
946,9.570777116393188,3,1
947,8.410089534662877,3,1
948,9.589070953320396,3,1
949,11.053843320109667,3,1
950,10.666168170873794,3,1
951,7.28957695424935,3,1
952,10.895873170867883,3,1
953,5.89243643673404,3,1
954,6.172191611762736,3,1
955,8.859283664429574,3,1
956,8.389519801814085,3,1
957,8.20890920927035,3,1
958,9.779839413090308,3,1
959,12.494732345507217,3,1
960,8.338142667674488,3,1
961,9.553587646180244,3,1
962,10.739126353827867,3,1
963,7.523951299670453,3,1
964,9.140387026583502,3,1
965,10.26443389024693,3,1
966,9.982669736177986,3,1
967,8.90101372818623,3,1
968,7.210963454586812,3,1
969,5.347294171009503,3,1
970,8.820608465970109,3,1
971,11.331640868557196,3,1
972,8.58896020333932,3,1
973,8.5966597554487,3,1
974,9.90607700457239,3,1
975,9.194879700117529,3,1
976,8.978755676759027,3,1
977,5.835965532243528,3,1
978,8.859490205755614,3,1
979,7.34252705275652,3,1
980,8.320714040734233,3,1
981,9.38642634757757,3,1
982,7.086113637939983,3,1
983,6.657822146786876,3,1
984,9.412234639896663,3,1
985,7.807467148599713,3,1
986,9.430344036233754,3,1
987,8.174964740533571,3,1
988,9.97030117994427,3,1
989,9.90980247061282,3,1
990,8.794253598112501,3,1
991,7.451737357885378,3,1
992,10.08138065462429,3,1
993,10.676870598896697,3,1
994,8.805252449555415,3,1
995,7.1557255998044775,3,1
996,10.106198564715733,3,1
997,5.371077420599554,3,1
998,7.779690912686347,3,1
999,7.51725704043317,3,1
1000,9.48039174566106,3,1
1001,7.958362164177771,3,1
1002,8.26116191393157,3,1
1003,11.274715324152048,3,1
1004,9.700022011018884,3,1
1005,8.378291986038843,3,1
1006,8.906195546617703,3,1
1007,8.48317220526223,3,1
1008,6.185712535262843,3,1
1009,6.745272423658924,3,1
1010,8.814532316997823,3,1
1011,9.586551379466933,3,1
1012,8.749344301647328,3,1
1013,9.834610089711678,3,1
1014,7.545391023953734,3,1
1015,8.828502349983804,3,1
1016,9.36015028107925,3,1
1017,8.58500550715227,3,1
1018,8.694905324381773,3,1
1019,6.368776190534548,3,1
1020,9.386049821441066,3,1
1021,8.968350038466879,3,1
1022,8.60730287625247,3,1
1023,8.160938782695773,3,1
1024,9.06615220407393,3,1
1025,9.103065608679366,3,1
1026,9.28674553920731,3,1
1027,8.0294637027353,3,1
1028,10.279134542427013,3,1
1029,8.505266824046345,3,1
1030,10.100119625784911,3,1
1031,8.781163691592479,3,1
1032,7.487446298384549,3,1
1033,8.775215882146759,3,1
1034,9.319739065490891,3,1
1035,6.546209516485374,3,1
1036,11.007693301864853,3,1
1037,9.031675640007506,3,1
1038,7.578096510893953,3,1
1039,6.438001932437524,3,1
1040,7.292357346136862,3,1
1041,7.628732312793988,3,1
1042,8.663638865817703,3,1
1043,7.343361277847685,3,1
1044,6.711262534585465,3,1
1045,6.503619037696952,3,1
1046,9.03097045915576,3,1
1047,9.669852339414538,3,1
1048,8.288154196615194,3,1
1049,6.474902602480206,3,1
1050,9.118820757123975,3,1
1051,8.517156454442679,3,1
1052,8.044819542225945,3,1
1053,7.638134012302454,3,1
1054,8.896479606727437,3,1
1055,10.000976722373796,3,1
1056,9.469316619143225,3,1
1057,8.79521646934751,3,1
1058,7.922739808563204,3,1
1059,8.694041676896143,3,1
1060,10.166047572437009,3,1
1061,7.883582186037252,3,1
1062,6.786334067029264,3,1
1063,7.377946055002986,3,1
1064,9.944515605490082,3,1
1065,5.314556443500734,3,1
1066,9.287977313059686,3,1
1067,11.29882196873424,3,1
1068,10.782716594632202,3,1
1069,9.11337366617181,3,1
1070,9.454449450015634,3,1
1071,10.15264649071111,3,1
1072,10.047345796703969,3,1
1073,6.79319528926984,3,1
1074,8.272444848731576,3,1
1075,11.262673710216363,3,1
1076,6.8121472199625845,3,1
1077,7.695749852417981,3,1
1078,7.234259132678638,3,1
1079,10.368179176737735,3,1
1080,7.650513641367891,3,1
1081,9.244033408488066,3,1
1082,10.24592474867086,3,1
1083,6.897471204936764,3,1
1084,9.589286066264052,3,1
1085,10.846774495103467,3,1
1086,8.407644463263303,3,1
1087,9.29053750853821,3,1
1088,8.978976448219703,3,1
1089,6.721228829375791,3,1
1090,6.1504543689760025,3,1
1091,8.151795484286762,3,1
1092,8.144717200938036,3,1
1093,7.528899982025978,3,1
1094,9.342758464528984,3,1
1095,8.618667350319006,3,1
1096,10.16398041338038,3,1
1097,6.415539128410117,3,1
1098,10.678158796532813,3,1
1099,10.083799297760647,3,1
1100,9.801627213145355,3,1
1101,8.815067398058133,3,1
1102,8.99574222026554,3,1
1103,6.986205265052384,3,1
1104,7.0066777615329325,3,1
1105,8.122090545853979,3,1
1106,8.690822239197985,3,1
1107,8.137316285901514,3,1
1108,9.882352075411344,3,1
1109,9.416814251110823,3,1
1110,9.876115278523606,3,1
1111,5.035557590366328,3,1
1112,9.590228885843768,3,1
1113,7.349028723784422,3,1
1114,7.778178917956795,3,1
1115,10.227996665459122,3,1
1116,6.578037293333062,3,1
1117,5.158703145646415,3,1
1118,7.594455126305023,3,1
1119,5.58377936686465,3,1
1120,8.889030696421532,3,1
1121,9.655732037072925,3,1
1122,7.096294857526416,3,1
1123,9.122857413519617,3,1
1124,9.11708785848071,3,1
1125,7.668062130037652,3,1
1126,8.681455949889715,3,1
1127,9.537958520768756,3,1
1128,8.730379047116442,3,1
1129,8.529952567816617,3,1
1130,9.11974052226468,3,1
1131,8.278894124344783,3,1
1132,9.779318459178164,3,1
1133,7.9705407059159326,3,1
1134,9.662321371328922,3,1
1135,8.523485360124337,3,1
1136,6.279223616263737,3,1
1137,7.955741180656083,3,1
1138,7.559012455273232,3,1
1139,7.8428668064218865,3,1
1140,6.30765809753189,3,1
1141,7.132472681893138,3,1
1142,7.583842111340534,3,1
1143,6.103482417280411,3,1
1144,7.189542984639041,3,1
1145,7.222511178867805,3,1
1146,10.325345063235936,3,1
1147,9.926307445252334,3,1
1148,6.706548084176033,3,1
1149,9.121655834258416,3,1
1150,6.983024850419632,3,1
1151,10.615506955189131,3,1
1152,6.740947082117534,3,1
1153,8.721777361243243,3,1
1154,9.754079546743146,3,1
1155,8.23090071327874,3,1
1156,8.77677996173011,3,1
1157,8.280596197031414,3,1
1158,9.198122341611652,3,1
1159,9.938724640070886,3,1
1160,9.539771011951586,3,1
1161,8.072169409713329,3,1
1162,7.6273489073189875,3,1
1163,9.666920741922214,3,1
1164,6.716029767446089,3,1
1165,9.5443565752114,3,1
1166,8.710422895780514,3,1
1167,6.90030903263498,3,1
1168,4.460525782784295,3,1
1169,7.402508728419393,3,1
1170,9.057884885229472,3,1
1171,8.604916172602264,3,1
1172,7.1618018509753245,3,1
1173,6.756861817990028,3,1
1174,6.3880155796916105,3,1
1175,9.570139792572602,3,1
1176,11.20325499206773,3,1
1177,7.88846621751621,3,1
1178,9.528943766475985,3,1
1179,10.06292220694198,3,1
1180,10.27091965101719,3,1
1181,11.211504484998803,3,1
1182,9.072215667620096,3,1
1183,9.38395984610996,3,1
1184,8.212508572465778,3,1
1185,6.338808893853544,3,1
1186,10.945592316997882,3,1
1187,8.342601015183625,3,1
1188,12.53755481197496,3,1
1189,8.627669935408154,3,1
1190,8.668752805872446,3,1
1191,9.286467553355257,3,1
1192,8.383447761674724,3,1
1193,9.764840269921589,3,1
1194,8.357261018966113,3,1
1195,10.453543523936313,3,1
1196,8.553135854512892,3,1
1197,9.24199990487749,3,1
1198,9.616747704167564,3,1
1199,9.041314481091218,3,1
1200,9.901920683663302,3,1
1201,8.58620602703741,3,1
1202,8.151075783921067,3,1
1203,8.6768661137812,3,1
1204,9.65446667039756,3,1
1205,8.903142076422297,3,1
1206,6.0734556284355765,3,1
1207,7.317382649705198,3,1
1208,5.5371891413455145,3,1
1209,9.708515585509604,3,1
1210,9.186601977469252,3,1
1211,11.427837730361905,3,1
1212,7.990137710051226,3,1
1213,6.633361241026831,3,1
1214,11.193824705315446,3,1
1215,8.704954661170433,3,1
1216,9.4200312304824,3,1
1217,6.531073366849083,3,1
1218,7.486189406525429,3,1
1219,9.68106118959171,3,1
1220,9.631347636873546,3,1
1221,8.20999560818487,3,1
1222,11.656953755705144,3,1
1223,6.085836161839289,3,1
1224,8.091381734962706,3,1
1225,10.325226264466428,3,1
1226,10.05286633078168,3,1
1227,7.348118879320989,3,1
1228,12.308129304416097,3,1
1229,10.335927431972577,3,1
1230,3.790352045710821,3,1
1231,8.770916045721235,3,1
1232,8.969067318568964,3,1
1233,7.06573288844594,3,1
1234,9.707077603142183,3,1
1235,9.108064313196014,3,1
1236,12.313676651767594,3,1
1237,8.444375321755833,3,1
1238,7.31708677087493,3,1
1239,8.202084411348423,3,1
1240,12.019944848470711,3,1
1241,10.081231994080916,3,1
1242,7.112473537606082,3,1
1243,8.501755969199827,3,1
1244,9.761453341717802,3,1
1245,10.653894841141751,3,1
1246,11.69426210807671,3,1
1247,8.619026693996954,3,1
1248,6.90811162442726,3,1
1249,9.25715133406503,3,1
1250,10.786527068847498,3,1
1251,9.58470587413536,3,1
1252,4.228284433249526,3,1
1253,10.1521948679835,3,1
1254,9.370129106033108,3,1
1255,7.399642112709973,3,1
1256,8.448264519642162,3,1
1257,7.6440641329659,3,1
1258,8.651543952257423,3,1
1259,7.955169489070778,3,1
1260,11.081326250262713,3,1
1261,9.845334287896906,3,1
1262,7.935612370371766,3,1
1263,10.053775192032584,3,1
1264,10.468778230473434,3,1
1265,9.628331715287551,3,1
1266,9.08884020872656,3,1
1267,8.216417383552411,3,1
1268,12.24097005900359,3,1
1269,10.488338520623056,3,1
1270,8.643031383838998,3,1
1271,6.484345194902398,3,1
1272,8.372422674830537,3,1
1273,7.265922202663317,3,1
1274,8.468440849975128,3,1
1275,6.7890045958810274,3,1
1276,8.76636130380011,3,1
1277,7.237043979513805,3,1
1278,9.975119700216773,3,1
1279,8.379101313720739,3,1
1280,7.698511548214384,3,1
1281,8.599027362515349,3,1
1282,7.931218278407791,3,1
1283,10.19759683277265,3,1
1284,9.663713433540735,3,1
1285,9.61002474009609,3,1
1286,9.7966661962288,3,1
1287,6.432315954071132,3,1
1288,8.55947898421909,3,1
1289,9.20007561101099,3,1
1290,9.968788180326175,3,1
1291,8.739152548864134,3,1
1292,8.950041594149322,3,1
1293,8.864342981057101,3,1
1294,8.120347533773323,3,1
1295,6.632408818640464,3,1
1296,12.809881857439072,3,2
1297,10.167458038002046,3,2
1298,13.499982991608617,3,2
1299,12.619518541421588,3,2
1300,11.25432315020615,3,2
1301,12.41123661606208,3,2
1302,10.020812179017517,3,2
1303,9.896784964840666,3,2
1304,12.370292025765735,3,2
1305,7.835444135434699,3,2
1306,11.406247966129524,3,2
1307,10.51200941164544,3,2
1308,12.310192727731389,3,2
1309,10.066001312704298,3,2
1310,11.216581600494443,3,2
1311,15.066376697732537,3,2
1312,11.14964829879852,3,2
1313,10.07063587314904,3,2
1314,11.30436748432849,3,2
1315,9.165575077934797,3,2
1316,13.266722369316415,3,2
1317,11.832414603830332,3,2
1318,12.147764481100852,3,2
1319,10.657940977375151,3,2
1320,10.084596536557452,3,2
1321,10.864678901091398,3,2
1322,8.708174942740989,3,2
1323,13.364786439443082,3,2
1324,13.192761676252994,3,2
1325,12.673321767298717,3,2
1326,9.973410808248476,3,2
1327,13.657819382506853,3,2
1328,11.031508515831897,3,2
1329,14.261625645973604,3,2
1330,9.11438017697968,3,2
1331,12.438718304462624,3,2
1332,11.04012297479244,3,2
1333,11.687417282660252,3,2
1334,12.917928824486484,3,2
1335,13.652240256880132,3,2
1336,9.702756346938022,3,2
1337,11.651108232170053,3,2
1338,6.906475379051675,3,2
1339,9.964193648362055,3,2
1340,14.298860566087397,3,2
1341,7.204190065492682,3,2
1342,12.413483010440048,3,2
1343,9.568002507802433,3,2
1344,11.0144611987478,3,2
1345,8.54814360036818,3,2
1346,11.677583335565828,3,2
1347,9.808863608281484,3,2
1348,12.68330551986932,3,2
1349,12.15605905246747,3,2
1350,14.93678568637787,3,2
1351,12.049256414122675,3,2
1352,10.331277845632464,3,2
1353,10.43424581368691,3,2
1354,11.96739544359313,3,2
1355,10.913095361125626,3,2
1356,7.829420199951224,3,2
1357,7.814981931608361,3,2
1358,11.966534739485557,3,2
1359,13.282728656054696,3,2
1360,13.82119762735293,3,2
1361,7.997948292107022,3,2
1362,9.904492939424513,3,2
1363,11.09417159186968,3,2
1364,9.505964335137016,3,2
1365,10.957833845151178,3,2
1366,10.121416203287326,3,2
1367,8.418303758565227,3,2
1368,12.861580452965256,3,2
1369,14.373128319307904,3,2
1370,12.728413894347725,3,2
1371,11.90200452901849,3,2
1372,13.60983090484378,3,2
1373,13.529770901689451,3,2
1374,12.017124817387394,3,2
1375,15.620115124155724,3,2
1376,11.326184785505651,3,2
1377,9.463810427990744,3,2
1378,12.365339336245771,3,2
1379,10.903971349165545,3,2
1380,9.6257960280021,3,2
1381,8.140061160402759,3,2
1382,8.82647826480175,3,2
1383,9.827826786146725,3,2
1384,13.350443457291933,3,2
1385,10.448125824336367,3,2
1386,9.104436746460651,3,2
1387,8.219630640742405,3,2
1388,8.979837872988716,3,2
1389,9.497873388058425,3,2
1390,9.36317663789004,3,2
1391,11.95379457213215,3,2
1392,9.753591833317795,3,2
1393,14.985181164485304,3,2
1394,9.927414893500696,3,2
1395,12.467396651507,3,2
1396,10.734637631569669,3,2
1397,11.894263423679003,3,2
1398,8.255604113818379,3,2
1399,9.197129249706409,3,2
1400,14.978265019034328,3,2
1401,12.69028820390307,3,2
1402,13.699574804328204,3,2
1403,11.565026870776256,3,2
1404,9.041456077706131,3,2
1405,9.423135958704808,3,2
1406,11.89086126886308,3,2
1407,10.577616085507008,3,2
1408,9.110121142520816,3,2
1409,11.500835437606442,3,2
1410,12.718316555144868,3,2
1411,10.165836408393634,3,2
1412,10.583567342979492,3,2
1413,13.846922687778006,3,2
1414,8.645046255901885,3,2
1415,10.479483728289864,3,2
1416,10.865054509062409,3,2
1417,10.313992505153418,3,2
1418,8.50664551759982,3,2
1419,13.192557054226326,3,2
1420,11.239935565708205,3,2
1421,14.631490904484751,3,2
1422,10.895671261872431,3,2
1423,11.224701757893111,3,2
1424,9.761857407833563,3,2
1425,11.533609087901802,3,2
1426,11.146598738280924,3,2
1427,8.450861636519553,3,2
1428,11.77085360470933,3,2
1429,10.61333944364063,3,2
1430,11.798506107220462,3,2
1431,10.271904270505749,3,2
1432,13.107092596873484,3,2
1433,10.735321478520715,3,2
1434,13.523783417168106,3,2
1435,9.00824923299222,3,2
1436,9.93485328316347,3,2
1437,13.2361455557272,3,2
1438,10.643142681589186,3,2
1439,10.412237409248414,3,2
1440,9.934817746735952,3,2
1441,7.102712081088718,3,2
1442,8.264419102784597,3,2
1443,13.4526258263675,3,2
1444,11.694106768562484,3,2
1445,10.40254750110331,3,2
1446,11.813300815808828,3,2
1447,11.16253635550192,3,2
1448,9.978369009058742,3,2
1449,7.445282824780211,3,2
1450,11.750790226607378,3,2
1451,14.713709102553915,3,2
1452,9.808501803545903,3,2
1453,12.287539031489407,3,2
1454,12.28670993233522,3,2
1455,12.92659677847729,3,2
1456,8.49680318250143,3,2
1457,11.829793856861851,3,2
1458,8.306712123613515,3,2
1459,11.93470394919972,3,2
1460,10.309938728875585,3,2
1461,8.89619160466814,3,2
1462,12.339085674866428,3,2
1463,13.431898686827015,3,2
1464,11.129480984324596,3,2
1465,10.279458123805636,3,2
1466,15.164351645818083,3,2
1467,9.543411818720392,3,2
1468,8.662433362777742,3,2
1469,12.749933815778174,3,2
1470,11.887227178418089,3,2
1471,12.03878302215826,3,2
1472,13.320592458411308,3,2
1473,13.727433953444008,3,2
1474,12.549652963698945,3,2
1475,7.587894913240089,3,2
1476,14.763369559826442,3,2
1477,11.328430433003907,3,2
1478,9.131092833709964,3,2
1479,12.889811098306794,3,2
1480,10.391474090901504,3,2
1481,11.949904973896109,3,2
1482,9.19551648209528,3,2
1483,12.982154213913285,3,2
1484,11.58770297637102,3,2
1485,14.711651075265143,3,2
1486,14.48335076569532,3,2
1487,12.467494511717982,3,2
1488,9.857642831243789,3,2
1489,11.095905946433533,3,2
1490,12.364247138346345,3,2
1491,13.849571778555848,3,2
1492,4.53748953936006,3,2
1493,6.558062200041557,3,2
1494,12.298004263242158,3,2
1495,13.78900067185803,3,2
1496,8.13935530895873,3,2
1497,10.075547629275857,3,2
1498,5.879940184012412,3,2
1499,10.749646744191043,3,2
1500,5.061918526290943,3,2
1501,12.086559524698878,3,2
1502,8.205316860691031,3,2
1503,13.325055363934872,3,2
1504,10.383765380409786,3,2
1505,9.751837449840568,3,2
1506,13.48887621795076,3,2
1507,11.668428593803387,3,2
1508,10.284799680445076,3,2
1509,14.360875680357736,3,2
1510,7.3641026943743535,3,2
1511,10.652037614049346,3,2
1512,16.72664548098765,3,2
1513,6.815573622137664,3,2
1514,12.156030401355922,3,2
1515,10.77789881902472,3,2
1516,12.721755513409915,3,2
1517,8.552831995497419,3,2
1518,11.71591027947916,3,2
1519,11.985762722394794,3,2
1520,13.468205754130516,3,2
1521,10.673738968922247,3,2
1522,11.862991760866375,3,2
1523,9.715437744203008,3,2
1524,11.737223690886804,3,2
1525,9.93815493973598,3,2
1526,9.362171398275626,3,2
1527,11.325766232593354,3,2
1528,13.282065047743544,3,2
1529,9.789807224070314,3,2
1530,11.781626649992658,3,2
1531,13.965070264380294,3,2
1532,12.315862308681258,3,2
1533,9.104545241205852,3,2
1534,9.499716627089944,3,2
1535,11.730350854286575,3,2
1536,14.940663106491744,3,2
1537,12.25210007496572,3,2
1538,11.796424552449322,3,2
1539,13.021065709507774,3,2
1540,12.89598215785684,3,2
1541,9.838788375548225,3,2
1542,12.70678602122604,3,2
1543,12.044251225117367,3,2
1544,11.83534387379494,3,2
1545,9.81958251799068,3,2
1546,9.327875269410102,3,2
1547,9.56337835502047,3,2
1548,12.309567842171443,3,2
1549,9.833832075524327,3,2
1550,12.878717114981578,3,2
1551,9.969869391234916,3,2
1552,9.853447599602518,3,2
1553,11.376762606941965,3,2
1554,12.043390237762742,3,2
1555,13.140819288941348,3,2
1556,13.00951545041829,3,2
1557,11.317775265752584,3,2
1558,9.14224437957072,3,2
1559,8.983038996706002,3,2
1560,13.06741895754634,3,2
1561,15.106974230044427,3,2
1562,11.094086435022058,3,2
1563,11.4789150085459,3,2
1564,12.25368275201504,3,2
1565,9.594527979694568,3,2
1566,7.985138732382307,3,2
1567,13.739364078816385,3,2
1568,10.79850959168425,3,2
1569,14.165124635286531,3,2
1570,11.586292923524224,3,2
1571,12.142193141118312,3,2
1572,9.35573292957934,3,2
1573,9.6574201933279,3,2
1574,10.659632993931927,3,2
1575,12.23954305739198,3,2
1576,11.347179737734235,3,2
1577,10.701216851914626,3,2
1578,11.900529366526587,3,2
1579,12.0768475037894,3,2
1580,12.417598155008063,3,2
1581,14.23103943232626,3,2
1582,8.940899188215683,3,2
1583,11.046364259278342,3,2
1584,12.17810199361242,3,2
1585,11.436076046099236,3,2
1586,8.716750978437307,3,2
1587,12.462522795730973,3,2
1588,13.430681736904468,3,2
1589,10.27573206131314,3,2
1590,12.969115600112987,3,2
1591,9.798710590629476,3,2
1592,10.75675927215173,3,2
1593,9.616325572888211,3,2
1594,10.283833544341396,3,2
1595,9.717293497457554,3,2
1596,9.753973523360584,3,2
1597,11.048399213277758,3,2
1598,12.487914496390944,3,2
1599,6.734467739972869,3,2
1600,9.435467335172534,3,2
1601,8.939504320630675,3,2
1602,13.81183325609376,3,2
1603,10.431167849399664,3,2
1604,14.235070725549086,3,2
1605,8.401348387494632,3,2
1606,7.18060898068774,3,2
1607,10.857113194896014,3,2
1608,11.200170153680974,3,2
1609,12.280810498213649,3,2
1610,13.841266864150226,3,2
1611,12.144896630149836,3,2
1612,11.352885698977149,3,2
1613,9.473895445334112,3,2
1614,12.098750852789212,3,2
1615,12.966087216871058,3,2
1616,11.0592830797694,3,2
1617,10.13994832634924,3,2
1618,10.626293252251658,3,2
1619,13.011140776317994,3,2
1620,12.749903825036416,3,2
1621,11.713759953821151,3,2
1622,8.38100452925098,3,2
1623,10.676951710526437,3,2
1624,14.283015256246312,3,2
1625,12.70762323217201,3,2
1626,15.255653124948044,3,2
1627,12.102334297565172,3,2
1628,15.305667586107129,3,2
1629,14.66325899445794,3,2
1630,14.52581475905959,3,2
1631,12.145601944524662,3,2
1632,8.763399590278746,3,2
1633,13.785061672889649,3,2
1634,15.551822566453238,3,2
1635,11.151798830396771,3,2
1636,10.696086907693973,3,2
1637,9.79507203149702,3,2
1638,8.702316314706225,3,2
1639,5.998923173409053,3,2
1640,7.885118262834919,3,2
1641,16.503029991789063,3,2
1642,13.27135466183464,3,2
1643,12.59857154242804,3,2
1644,11.693338650299888,3,2
1645,9.456298592007425,3,2
1646,10.584214531502518,3,2
1647,11.745398961452908,3,2
1648,12.530327637130416,3,2
1649,11.443829422820288,3,2
1650,5.802357059540595,3,2
1651,12.038229431597223,3,2
1652,8.866229376357095,3,2
1653,8.74149336632737,3,2
1654,11.37104448447302,3,2
1655,12.250218478852045,3,2
1656,8.970461277352289,3,2
1657,11.586855220741208,3,2
1658,11.78557081509918,3,2
1659,10.66721891095536,3,2
1660,10.481550857990143,3,2
1661,14.500158949724566,3,2
1662,11.660223461589428,3,2
1663,8.965856813598329,3,2
1664,12.690120316333877,3,2
1665,10.3156885247961,3,2
1666,10.002542984087164,3,2
1667,13.90982007223685,3,2
1668,14.334501097443596,3,2
1669,9.66980549877974,3,2
1670,10.679590828719569,3,2
1671,10.27933132631337,3,2
1672,12.055812337880075,3,2
1673,14.035753206480445,3,2
1674,13.03071352258135,3,2
1675,9.974075333333513,3,2
1676,11.386105893437287,3,2
1677,11.264259546246125,3,2
1678,11.979641946260347,3,2
1679,10.482695343836694,3,2
1680,11.155525220724492,3,2
1681,12.38103652612942,3,2
